Rank,Name,Team,Position,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,SnapsPlayed,SnapsPlayedPercentage,FantasyPointSnapPercentage,FantasyPoints
1188,Ross Dwelley,SF,TE,14,23,10,8,59,null,27,15,7,9,7,5,2,2,1,1,3,2,195,17.9,5.7,11.1
1188,Benny Snell Jr.,PIT,RB,0,3,4,8,13,0,null,2,6,6,8,7,2,3,0,16,3,29,110,9.4,10.1,11.1
1190,Phillip Dorsett,HOU,WR,null,null,7,null,5,7,null,null,null,null,null,null,null,39,15,23,null,null,96,23.6,11.5,11
1190,Joe Thomas,HOU,LB,27,14,37,18,2,null,null,null,null,null,0,null,null,null,null,15,null,null,113,23.6,9.7,11
1190,Justin Hamilton,DAL,DT,null,null,25,31,null,null,null,29,40,23,17,36,32,null,16,null,null,null,249,40.9,4.4,11
1190,Adam Shaheen,MIA,TE,null,20,28,20,21,null,51,41,36,38,46,null,null,null,null,19,19,33,372,45.6,3,11
1190,John Penisini,DET,NT,17,19,8,13,16,22,13,33,null,14,23,17,null,15,11,10,26,19,276,25.9,4,11
1195,Dez Fitzpatrick,TEN,WR,null,null,null,null,null,null,null,null,null,13,64,12,null,null,null,null,10,null,99,37.1,11,10.9
1195,Jake Fromm,NYG,QB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,40,null,60,113,56.8,9.6,10.9
1195,Marlon Mack,IND,RB,null,13,null,22,10,9,4,1,null,null,null,null,null,null,null,null,null,null,59,14.6,18.5,10.9
1198,Antony Auclair,HOU,TE,33,10,13,16,20,28,11,15,36,null,26,13,14,22,18,21,null,20,316,31.6,3.4,10.7
1198,Eric Saubert,DEN,TE,22,24,24,8,16,28,21,7,49,6,null,19,6,17,3,7,19,14,290,26.8,3.7,10.7
1200,Kylen Granson,IND,TE,7,6,12,30,8,4,5,10,4,12,24,9,30,null,10,32,14,11,228,20.5,4.6,10.6
1201,Porter Gustin,CLE,LB,null,null,null,null,null,null,null,null,null,null,12,17,null,null,32,39,20,14,134,34.3,7.8,10.5
1201,Collin Johnson,NYG,WR,null,null,34,5,30,43,21,24,21,null,7,9,18,null,7,null,null,4,223,29,4.7,10.5
1201,Greg Mabin,TEN,CB,null,null,null,null,null,null,72,64,null,null,null,null,null,21,13,1,null,null,171,54.3,6.1,10.5
1201,Dayo Odeyingbo,IND,DE,null,null,null,null,null,null,null,16,25,12,14,11,22,null,15,27,17,14,173,26.9,6.1,10.5
1201,Keisean Nixon,LV,CB,null,null,null,null,0,13,0,null,0,0,null,null,0,0,34,32,0,1,80,11,13.1,10.5
1201,Tim Ward,NYJ,DE,17,16,22,null,12,null,21,12,14,null,null,null,null,20,null,14,24,18,190,25,5.5,10.5
1201,Luke Gifford,DAL,LB,null,11,4,24,22,22,null,25,2,9,1,36,27,25,16,25,23,16,288,26.7,3.6,10.5
1201,Jamir Jones,PIT,OLB,1,15,20,null,0,22,4,15,0,0,null,0,7,0,3,null,25,0,112,11.3,9.4,10.5
1201,Tre Brown,SEA,CB,null,null,null,null,null,40,50,68,null,74,23,null,null,null,null,null,null,null,255,66.8,4.1,10.5
1201,Sam Kamara,CHI,DL,null,null,null,null,null,5,29,12,24,null,null,3,null,null,null,6,14,15,108,23,9.7,10.5
1201,Nick Dzubnar,TEN,OLB,6,0,0,0,1,1,8,0,4,6,6,0,null,16,1,1,0,2,52,4.7,20.2,10.5
1201,Marqui Christian,CHI,SS,39,11,12,13,12,15,9,22,29,null,18,19,22,3,32,6,8,11,281,26.6,3.7,10.5
1213,Tommy Sweeney,BUF,TE,2,8,14,22,10,11,null,60,58,20,13,14,13,null,22,null,null,null,267,30.2,3.9,10.4
1213,Michael Dwumfour,HOU,DL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,25,15,67,34.9,15.5,10.4
1215,Trinity Benson,DET,WR,49,24,24,20,21,null,null,45,null,48,null,null,null,null,null,null,48,null,279,51,3.7,10.3
1216,Damion Square,LV,DT,5,null,null,null,null,52,23,null,null,19,25,13,17,null,null,11,25,null,190,32,5.3,10.15
1217,Shi Smith,CAR,WR,null,null,null,null,null,8,20,24,null,null,null,15,null,null,null,15,3,null,85,21.4,11.9,10.1
1217,Romeo Okwara,DET,DL,53,63,58,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,188,79.7,5.4,10.1
1217,Chris Hogan,NO,WR,14,16,16,14,8,null,null,null,null,null,null,null,null,null,null,null,null,null,68,23.3,14.9,10.1
1220,Cam Lewis,BUF,CB,null,null,null,47,null,null,null,null,null,null,null,null,3,9,5,10,7,3,84,20.2,11.9,10
1220,Chris Herndon,MIN,TE,12,12,12,7,7,24,null,15,9,23,14,8,13,9,10,6,3,null,184,16.8,5.4,10
1220,Elerson Smith,NYG,OLB,null,null,null,null,null,null,null,null,2,null,17,0,21,17,15,13,24,null,109,19.7,9.2,10
1220,Will Parks,NYJ,S,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,63,9,18,94,32,10.6,10
1220,Kevin Pierre-Louis,HOU,ILB,null,null,null,null,null,null,16,6,21,null,20,1,22,null,26,19,null,24,155,24.9,6.5,10
1220,Tyrell Adams,JAX,LB,null,null,null,null,null,null,0,0,0,null,null,null,1,null,0,null,0,0,1,0.2,1000,10
1220,Calvin Munson,NE,LB,null,null,null,null,null,null,null,0,0,6,0,3,0,null,null,2,null,null,11,2.8,90.9,10
1220,Marquise Blair,SEA,FS,28,13,null,14,18,31,15,null,null,null,null,null,null,null,null,null,null,null,119,26.1,8.4,10
1220,Andre Smith,BUF,LB,null,null,18,16,19,18,null,16,14,16,13,17,17,25,17,14,13,27,260,27.8,3.8,10
1220,Lerentee McCray,JAX,DE,15,null,4,1,null,3,null,3,0,4,11,13,4,11,3,null,null,null,72,9.1,13.9,10
1230,Auden Tate,CIN,WR,8,5,27,20,13,24,18,null,null,null,null,null,null,null,null,null,null,null,115,26.7,8.6,9.9
1230,Jason Cabinda,DET,FB,10,6,13,11,12,2,null,11,null,7,9,8,13,9,23,7,null,null,141,15.5,7,9.9
1232,Nick Mullens,CLE,QB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56,null,null,null,56,100,17.6,9.88
1233,Cassius Marsh,CHI,DE,null,null,null,null,null,null,null,null,22,null,39,18,18,null,null,null,null,null,97,38,10,9.7
1233,Blake Bell,KC,TE,19,20,23,18,17,null,6,24,26,24,23,null,14,22,16,25,24,null,301,29.1,3.2,9.7
1235,Ryquell Armstead,JAX,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,20,34,29.6,28.2,9.6
1235,Noah Gray,KC,TE,7,0,11,18,null,38,22,10,7,25,18,null,12,22,21,50,10,18,289,26.1,3.3,9.6
1237,Jonathan Harris,DEN,DL,null,null,null,null,null,null,null,null,13,null,null,null,null,null,null,null,35,23,71,34.3,13.4,9.5
1237,Isaiah Dunn,NYJ,CB,3,4,2,3,null,null,8,9,15,1,71,10,28,null,null,1,null,null,155,19.1,6.1,9.5
1237,Daniel Wise,WAS,DT,null,null,11,null,null,null,null,null,null,null,9,20,24,70,5,null,null,null,139,35.5,6.8,9.5
1237,Dakota Allen,JAX,LB,7,0,0,0,7,28,null,0,0,0,null,null,0,0,0,1,null,0,43,4.7,22.1,9.5
1237,Isaac Yiadom,GB,DB,6,0,0,18,26,9,14,0,null,0,0,0,null,0,0,0,8,14,95,9.4,10,9.5
1237,Vernon Butler,BUF,DT,29,35,21,null,null,null,null,30,25,35,46,null,null,null,26,19,null,19,285,45.3,3.3,9.5
1237,Jalen Elliott,DET,S,null,null,null,null,null,null,16,24,null,17,17,16,19,51,null,null,null,15,175,30.5,5.4,9.5
1237,Marcus Allen,PIT,LB,0,0,0,0,0,0,null,0,0,0,0,0,0,9,8,null,37,8,62,5.7,15.3,9.5
1237,Kemon Hall,LAC,CB,0,5,5,0,0,0,null,0,3,1,0,1,2,2,2,null,0,0,21,1.9,45.2,9.5
1237,Breon Borders,ARI,CB,2,2,3,21,0,15,4,9,8,null,0,0,null,null,null,null,null,18,82,10.2,11.6,9.5
1237,Chase Winovich,NE,DE,12,20,17,22,7,0,null,null,null,null,5,6,0,null,0,0,21,3,113,13.6,8.4,9.5
1248,Josh Gordon,KC,WR,null,null,null,null,9,11,8,32,19,33,29,null,13,24,null,8,12,21,219,25.4,4.2,9.2
1249,Deon Jackson,IND,RB,null,null,null,null,null,null,null,0,0,null,7,0,8,null,0,0,1,null,16,3,56.9,9.1
1250,Tavon Wilson,SF,SS,19,0,0,0,0,null,1,13,69,null,null,null,null,null,null,null,null,null,102,19,8.8,9
1250,Cameron Batson,TEN,WR,null,null,27,25,10,0,null,null,null,null,null,null,null,null,null,null,null,null,62,21.8,14.5,9
1250,Blessuan Austin,SEA,CB,null,2,3,0,4,0,0,null,null,null,63,0,9,28,49,null,null,null,158,19.1,5.7,9
1250,Caleb Johnson,CHI,LB,12,13,24,17,7,null,null,null,23,null,18,5,16,24,18,19,17,16,229,26.3,3.9,9
1250,A.J. Moore,HOU,S,null,null,null,9,22,23,8,29,3,null,5,10,9,24,null,null,20,12,174,21.9,5.2,9
1250,J.R. Reed,NYG,S,null,0,null,null,null,null,null,null,0,null,20,36,0,0,null,0,0,4,60,9.9,15,9
1250,Darryl Roberts,WAS,CB,null,null,null,0,0,null,null,null,null,null,null,null,0,null,71,72,null,60,203,51.4,4.4,9
1250,Breiden Fehoko,LAC,DL,null,null,null,1,null,17,null,null,null,null,34,15,14,null,null,21,7,13,122,22.8,7.4,9
1250,Anthony Chesley,IND,CB,null,null,null,0,30,0,8,0,3,0,null,null,null,null,null,0,null,45,86,14.2,10.5,9
1250,Matt Adams,IND,LB,0,0,0,0,0,0,0,0,0,0,1,0,0,null,0,0,0,0,1,0.1,900,9
1260,JaQuan Hardy,DAL,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,null,null,6,8,3.7,111.2,8.9
1260,Andy Janovich,CLE,FB,11,11,2,5,6,null,null,null,4,8,7,null,null,16,8,6,1,7,92,10.7,9.7,8.9
1262,Jabari Zuniga,NYJ,DL,null,null,null,null,null,null,null,21,22,null,null,10,null,null,null,null,null,null,53,30.3,16.6,8.8
1263,Sean McKeon,DAL,TE,null,null,null,null,null,null,null,null,12,36,9,12,19,null,6,17,5,3,119,19.2,7.3,8.7
1263,Keith Smith,ATL,FB,21,18,22,16,14,null,11,6,10,19,19,13,21,17,17,12,12,9,257,24.4,3.4,8.7
1265,Anthony Miller,HOU,WR,null,null,35,35,null,null,null,null,null,null,null,25,null,null,null,null,null,null,95,57.9,8.9,8.5
1265,Raymond Johnson III,NYG,DE,10,3,12,null,18,11,11,5,9,null,15,null,8,25,11,15,10,3,166,16.1,5.1,8.5
1265,Joe Walker,ARI,ILB,null,null,null,null,null,2,9,0,0,1,0,null,4,2,5,30,0,3,56,7.4,15.2,8.5
1265,Jalen Davis,CIN,CB,2,1,3,2,4,14,9,0,3,null,3,23,2,0,0,0,null,null,66,6.8,12.9,8.5
1265,Marquel Lee,LV,LB,null,0,null,null,null,null,0,null,0,3,0,0,3,5,22,0,0,null,33,4.7,25.8,8.5
1265,Rashard Lawrence,ARI,DT,21,21,20,19,22,3,null,null,null,null,null,null,null,12,28,22,22,29,219,31.4,3.9,8.5
1265,Troy Apke,WAS,CB,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,8.5
1265,Daviyon Nixon,CAR,DT,12,6,7,8,5,22,22,null,null,null,null,null,null,null,null,null,null,null,82,18.1,10.4,8.5
1265,Josh Tupou,CIN,DT,28,23,24,23,25,31,35,31,25,null,9,31,17,17,22,30,17,22,410,37.5,2.1,8.5
1265,Justin Hardee,NYJ,CB,23,21,23,28,20,null,25,21,26,24,22,1,22,26,null,18,21,28,349,31.2,2.4,8.5
1275,Phil Hoskins,CAR,DT,null,null,null,null,null,null,null,null,null,null,null,16,null,6,6,null,null,null,28,13.1,29.6,8.3
1276,Tyree Jackson,PHI,TE,null,null,null,null,null,null,null,null,14,27,14,5,27,null,16,14,15,39,171,28.2,4.8,8.2
1276,Alex Armah,NO,FB,null,2,7,3,16,null,10,9,10,12,3,null,null,null,2,null,null,1,75,10.7,10.9,8.2
1278,Mitch Trubisky,BUF,QB,null,2,8,9,null,null,null,null,null,null,6,3,null,null,null,null,null,5,33,7.9,24.6,8.12
1279,Dezmon Patmon,IND,WR,null,null,null,null,null,null,null,null,20,5,9,3,17,null,1,5,4,null,64,12.4,12.7,8.1
1279,Drew Sample,CIN,TE,35,21,21,29,21,39,27,20,38,null,37,39,26,18,16,32,23,17,459,41.7,1.8,8.1
1281,Marquise Copeland,LAR,DT,null,null,null,null,null,null,null,null,11,26,null,4,16,11,4,21,7,8,108,17.9,7.4,8
1281,Jaycee Horn,CAR,CB,64,41,37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,142,86.6,5.6,8
1281,C.J. Goodwin,DAL,CB,0,10,16,19,17,19,null,21,16,17,24,27,23,25,16,25,18,17,310,27.1,2.6,8
1281,Kristian Welch,BAL,LB,0,0,1,0,0,0,0,null,0,0,0,10,4,9,6,null,0,2,32,3.2,25,8
1285,Kyle Allen,WAS,QB,null,null,null,null,null,null,null,null,null,null,null,null,null,20,null,17,null,null,37,28.9,21.4,7.9
1286,Preston Williams,MIA,WR,null,22,null,null,40,null,30,null,null,18,25,23,11,null,6,null,null,null,175,31.5,4.5,7.8
1287,Garrett Gilbert,WAS,QB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,55,100,14.1,7.76
1288,Chris Myarick,NYG,FB,null,7,null,null,null,null,null,null,null,null,14,24,11,7,5,10,15,null,93,18,8.3,7.7
1289,Tashawn Bower,NE,DE,null,15,null,null,null,null,null,null,null,17,null,19,1,null,7,7,null,null,66,16.1,11.5,7.6
1290,Davontae Harris,LAC,DB,null,null,null,null,null,null,null,null,null,null,10,null,6,6,8,53,null,0,83,20.2,9,7.5
1290,Dre Kirkpatrick,SF,CB,null,0,null,56,0,null,3,0,36,null,null,null,null,null,null,null,null,null,95,24.8,7.9,7.5
1290,Deshazor Everett,WAS,FS,0,0,0,0,0,0,0,0,null,0,0,4,26,0,10,null,null,null,40,4.4,18.8,7.5
1290,Chris Lammons,KC,CB,0,0,0,0,0,0,0,0,0,13,0,null,4,null,null,null,null,null,17,2.2,44.1,7.5
1290,Khaleke Hudson,WAS,LB,0,0,0,0,3,8,0,2,null,0,0,0,10,null,null,null,null,null,23,3,32.6,7.5
1290,Bruce Irvin,CHI,OLB,null,null,null,null,null,null,null,null,null,null,null,null,17,39,32,30,null,19,137,47.9,5.5,7.5
1290,Jaylon Ferguson,BAL,OLB,10,1,null,null,null,null,null,null,8,null,7,2,null,13,7,27,24,33,132,20.4,5.7,7.5
1297,KJ Hamler,DEN,WR,24,49,15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,88,43.6,8.4,7.4
1298,Isaiah Mack,BAL,NT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25,null,null,25,32.9,29.2,7.3
1299,Johnny Stanton IV,CLE,FB,null,null,null,null,null,2,11,null,null,1,null,null,null,null,null,null,null,null,14,7.4,51.4,7.2
1300,Jovante Moffatt,CLE,S,null,null,null,null,0,null,null,0,null,null,null,null,null,8,54,0,null,null,62,17.7,11.3,7
1300,Dicaprio Bootle,KC,DB,null,null,null,0,null,null,null,null,null,null,null,null,null,null,0,27,null,null,27,12.1,25.9,7
1300,Kevin Peterson,ARI,CB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,24,59,4,87,33.9,8,7
1300,Noah Spence,CIN,DE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,null,40,56,44.8,12.5,7
1300,Teez Tabor,CHI,SS,null,null,null,null,null,null,7,18,15,null,3,null,null,null,64,8,null,null,115,28.6,6.1,7
1300,Joel Iyiegbuniwe,CHI,ILB,null,13,5,null,null,18,24,22,29,null,22,18,22,30,null,null,null,21,224,32.4,3.1,7
1300,Terrell Burgess,LAR,S,0,1,0,0,0,9,7,18,0,0,null,0,5,33,null,0,0,17,90,8.2,7.8,7
1300,Kene Nwangwu,MIN,RB,null,null,null,null,null,null,null,0,0,0,0,2,9,0,5,12,0,1,29,4.1,24.1,7
1300,Steven Parker,NYG,DB,null,null,null,null,null,null,null,0,null,null,0,11,1,0,0,12,0,0,24,3.8,29.2,7
1300,Larrell Murchison,TEN,DL,37,14,16,null,null,null,27,19,17,21,27,6,null,3,null,null,null,13,200,27.9,3.5,7
1300,Chris Jones,TEN,CB,null,null,null,null,null,null,18,null,28,1,21,6,null,9,0,null,null,null,83,18.7,8.4,7
1300,Brandon King,NE,LB,0,0,0,0,0,0,2,null,0,0,0,0,0,null,0,0,15,0,17,1.7,41.2,7
1312,Dede Westbrook,MIN,WR,15,2,6,8,14,12,null,null,2,5,11,5,32,29,null,27,38,5,211,20.9,3.2,6.8
1313,Jonathan Ward,ARI,RB,0,0,0,2,0,7,1,0,null,null,null,null,null,3,11,9,8,5,46,5,14.6,6.7
1314,Josh Oliver,BAL,TE,5,12,11,14,12,19,19,null,12,10,0,null,8,9,5,null,null,19,155,15,4.3,6.6
1315,Mark Gilbert,DET,CB,null,null,null,null,null,null,null,14,null,30,5,8,1,null,null,2,1,4,65,11.6,10,6.5
1315,Sheldrick Redwine,NYJ,S,21,13,null,null,null,null,null,null,null,null,null,10,15,null,20,2,null,null,81,23.5,8,6.5
1315,P.J. Locke,DEN,S,14,20,4,1,2,27,18,15,17,22,null,1,21,null,2,17,6,11,198,19.4,3.3,6.5
1315,De'Jon Harris,WAS,LB,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,14,0,0,15,4.3,43.3,6.5
1315,Deionte Thompson,ARI,S,3,1,0,4,0,0,14,1,7,2,2,null,19,2,11,2,3,0,71,6.6,9.2,6.5
1315,Michael Hoecht,LAR,DT,9,6,18,5,16,27,1,18,3,1,null,1,5,0,0,0,0,0,110,9.5,5.9,6.5
1315,Quinton Bohanna,DAL,DT,20,20,21,17,16,14,null,11,24,null,7,10,15,7,17,24,null,null,223,23.8,2.9,6.5
1315,Hamsah Nasirildeen,NYJ,LB,31,17,16,23,null,null,null,null,18,17,19,17,15,20,null,null,5,6,204,24.5,3.2,6.5
1315,Shemar Jean-Charles,GB,CB,null,null,0,6,1,3,12,0,0,1,0,0,null,0,0,null,9,5,37,4.1,17.6,6.5
1324,Ito Smith,DAL,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,5,8.1,128,6.4
1324,Ja'Marcus Bradley,CLE,WR,null,null,null,null,null,null,null,null,null,null,55,21,null,null,0,null,0,3,79,24.2,8.1,6.4
1324,Dax Milne,WAS,WR,2,4,4,null,34,12,29,21,null,20,12,null,null,null,6,7,6,6,163,19.4,3.9,6.4
1327,Josh Mauro,ARI,DE,null,null,null,null,null,null,15,17,14,null,null,null,null,null,null,8,8,null,62,19.3,9.8,6.1
1328,Mike Daniels,CIN,DT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,null,48,64,51.2,9.4,6
1328,Daryl Worley,BAL,CB,null,null,2,20,null,null,17,null,null,null,null,null,null,null,null,63,null,null,102,39.7,5.9,6
1328,Corn Elder,WAS,CB,null,null,null,null,null,null,0,0,null,null,null,null,null,null,4,null,15,0,19,6.3,31.6,6
1328,Noah Igbinoghene,MIA,CB,null,null,15,null,null,66,null,null,null,25,null,10,17,null,16,2,null,null,151,34,4,6
1328,John Simon,TEN,DE,null,null,null,null,19,null,null,null,null,null,null,19,null,null,null,11,null,null,49,24.5,12.2,6
1328,Darrick Forrest,WAS,S,null,null,null,null,null,null,null,null,null,0,0,0,0,0,null,6,0,20,26,5.4,23.1,6
1328,Ryan Kerrigan,PHI,DE,34,32,27,22,21,16,13,26,12,10,19,13,20,null,15,null,14,35,329,31.4,1.8,6
1328,Mike Ford,DEN,CB,13,19,4,25,20,null,null,null,2,24,null,15,21,7,22,18,null,15,205,24.9,2.9,6
1328,Aaron Patrick,DEN,OLB,null,null,null,3,4,null,null,15,9,24,null,16,21,6,1,19,29,21,168,21.2,3.6,6
1337,Penny Hart,SEA,WR,2,3,8,8,12,11,10,16,null,17,4,0,9,9,7,6,16,4,142,14.3,4.2,5.9
1338,Mike Boone,DEN,RB,null,null,null,null,null,6,null,1,0,null,null,0,17,null,null,0,1,0,25,4.9,22.8,5.7
1338,C.J. Board,NYG,WR,6,6,22,19,21,6,null,null,null,null,null,null,null,null,null,null,null,null,80,19.7,7.1,5.7
1340,Jason Moore Jr.,LAC,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,45,null,null,53,39.8,10.6,5.6
1340,Luke Farrell,JAX,TE,4,36,17,16,8,17,null,18,29,8,13,null,13,8,null,1,34,32,254,27,2.2,5.6
1340,Amari Rodgers,GB,WR,15,0,2,7,5,6,4,16,0,4,1,2,null,10,0,0,null,31,103,9.9,5.4,5.6
1343,Trayveon Williams,CIN,RB,null,null,null,null,null,12,null,0,null,null,null,null,0,0,null,null,null,24,36,11.1,15.3,5.5
1343,Tye Smith,MIN,CB,null,null,null,null,0,null,null,null,null,0,null,null,null,null,0,null,17,0,17,4.8,32.4,5.5
1343,Javon Kinlaw,SF,DT,null,42,40,31,36,null,null,null,null,null,null,null,null,null,null,null,null,null,149,62.6,3.7,5.5
1343,Brady Breeze,DET,S,null,null,null,null,null,null,0,null,0,0,0,0,null,null,14,16,25,18,73,12.1,7.5,5.5
1343,Dorian O'Daniel,KC,LB,0,0,0,2,0,0,0,0,0,0,0,null,0,0,0,22,0,0,24,2.2,22.9,5.5
1343,Alex Erickson,CAR,WR,2,8,6,8,5,12,1,3,2,1,2,1,null,0,0,3,0,5,59,5.1,9.3,5.5
1343,Curtis Robinson,DEN,LB,null,null,null,17,null,null,45,null,null,39,null,null,null,null,null,0,9,0,110,27.4,5,5.5
1343,Patrick Jones II,MIN,OLB,null,null,null,null,null,null,null,null,6,11,3,15,3,17,19,13,null,12,99,15.1,5.6,5.5
1351,Chris Banjo,ARI,FS,null,0,0,0,0,0,9,0,0,0,0,null,1,0,3,0,0,0,13,1.3,41.7,5.42
1352,Jaelon Darden,TB,WR,null,null,3,null,null,null,13,9,null,4,8,0,null,3,41,null,null,8,89,14.4,6.1,5.4
1353,Charlie Woerner,SF,TE,9,9,8,6,21,null,30,45,11,18,13,19,7,14,13,5,10,11,249,22.8,2.1,5.2
1353,Mike Thomas,CIN,WR,16,8,10,18,null,null,null,4,10,null,8,13,null,5,5,null,1,44,142,19,3.7,5.2
1355,Jason Huntley,PHI,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31,31,41.9,16.5,5.1
1356,Darius Phillips,CIN,CB,7,0,42,8,0,8,9,1,0,null,0,23,null,5,null,null,null,null,103,13.4,4.9,5
1356,Caleb Farley,TEN,CB,8,null,null,null,24,28,null,null,null,null,null,null,null,null,null,null,null,null,60,27.6,8.3,5
1356,Trent Harris,NYG,OLB,null,null,null,null,null,null,null,7,24,null,13,0,null,null,null,null,null,null,44,14.9,11.4,5
1356,Carlos Davis,PIT,DT,17,null,null,null,null,null,null,null,null,null,null,null,null,null,15,9,9,null,50,16.4,10,5
1356,Kevin Strong,DET,DE,24,null,null,null,null,null,null,null,null,null,null,11,null,9,8,7,null,13,72,21.5,6.9,5
1356,Austin Calitro,CIN,ILB,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,20,20,6,25,5
1356,Khalen Saunders,KC,DT,11,29,24,23,20,14,23,null,null,null,null,null,null,null,null,null,null,null,144,31.4,3.5,5
1356,Jared Mayden,PHI,S,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,25,null,13,38,15.1,13.2,5
1356,Maurice Canady,DAL,CB,2,13,13,20,7,7,null,null,null,null,null,null,null,null,null,12,null,16,90,17.6,5.6,5
1356,Jordan Glasgow,IND,LB,0,0,null,null,null,null,null,0,0,0,13,0,0,null,0,0,0,0,13,1.7,38.5,5
1356,Cam Brown,NYG,ILB,0,null,null,null,null,0,2,9,0,null,0,0,0,0,null,0,0,0,11,1.3,45.5,5
1367,Rodney Smith,CAR,RB,null,null,null,26,11,null,null,null,null,null,null,null,null,null,null,null,null,null,37,26.2,13,4.8
1367,Will Bradley-King,WAS,DE,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,24,31,59,28.6,8.1,4.8
1369,Wendell Smallwood,WAS,RB,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,0,16,null,21,11.1,22.4,4.7
1370,William Fuller V,MIA,WR,null,null,51,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65,48.1,7.1,4.6
1371,Jeff Okudah,DET,CB,48,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48,87.3,9.4,4.5
1371,Tyson Alualu,PIT,DE,53,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57,37.7,7.9,4.5
1371,Ryan Smith,LAC,CB,null,null,null,null,0,0,null,13,41,null,null,null,null,null,null,null,null,null,54,20.1,8.3,4.5
1371,JuJu Hughes,LAR,S,null,null,null,null,0,10,0,19,0,0,null,null,null,0,null,null,null,null,29,6.2,15.5,4.5
1371,Chris Williamson,ATL,CB,null,null,null,null,13,null,24,null,null,14,0,4,null,null,null,null,null,null,55,16.4,8.2,4.5
1371,La'Darius Hamilton,GB,LB,null,null,null,null,19,12,12,null,null,null,1,17,null,null,null,null,null,4,65,16.6,6.9,4.5
1371,Tre' McKitty,LAC,TE,null,null,null,null,null,null,null,11,6,19,18,21,16,33,41,15,35,22,237,30.7,1.9,4.5
1371,Patrick O'Connor,TB,DL,0,0,0,1,null,0,11,6,null,1,2,1,15,8,0,null,null,null,45,5.1,10,4.5
1371,Tyree Gillespie,LV,S,0,1,6,0,0,0,0,null,0,null,null,null,null,null,null,6,0,0,13,1.7,34.6,4.5
1371,Brandon Wilson,CIN,S,0,0,0,56,0,14,9,0,0,null,null,null,null,null,null,null,null,null,79,13,5.7,4.5
1371,Herb Miller,CLE,CB,null,null,null,null,null,0,0,0,null,9,0,null,null,0,0,0,null,0,9,1.6,50,4.5
1382,Kalen Ballage,PIT,RB,0,0,0,4,10,12,null,3,7,5,9,8,0,0,0,0,0,7,65,5.5,6.8,4.4
1383,Darren Fells,DET,TE,27,19,26,19,21,15,28,null,null,1,null,null,null,null,null,null,null,8,164,27.7,2.6,4.3
1383,Jakob Johnson,NE,FB,8,15,9,16,16,22,28,22,21,25,26,12,25,null,10,16,25,13,309,28,1.4,4.3
1383,Parker Hesse,ATL,TE,4,6,null,null,null,null,null,null,null,19,11,23,12,null,null,null,37,11,123,25.3,3.5,4.3
1386,Trent Taylor,CIN,WR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,0,32,33,13,12.4,4.1
1387,Braxton Hoyett,NO,NT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,null,null,15,23.1,26.7,4
1387,Jason Verrett,SF,CB,60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60,66.7,6.7,4
1387,Joe Jones,TEN,LB,null,null,null,null,1,0,19,0,0,2,null,null,null,0,null,null,0,null,22,3.9,18.2,4
1387,Daren Bates,ATL,ILB,null,null,null,null,null,null,0,0,0,8,null,null,null,null,null,0,0,0,8,1.6,50,4
1387,Bruce Hector,DET,DL,null,null,null,null,null,null,null,null,null,null,null,null,21,10,null,null,21,null,52,24.1,7.7,4
1387,Gunner Olszewski,NE,WR,11,5,16,0,0,1,9,0,1,null,0,0,0,null,3,4,14,2,66,6.4,6.1,4
1387,Bradley McDougald,TEN,SS,37,40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,null,93,47.7,4.3,4
